number,bottlecode,daterun,instrument,analyte,resulttype,runlabel,result,unit,labdupTF,labuser,recorduser,flag,note,dateentered
996,0628-16,7/15/2022,,tss,sample,0628-16,6.47,mg/L,FALSE,MM,MM,,,
997,0628-16,7/15/2022,,afdm,sample,0628-16,6.47,mg/L,FALSE,MM,MM,,,
998,0629-16,7/15/2022,,tss,sample,0629-16,8.91,mg/L,FALSE,MM,MM,,,
999,0629-16,7/15/2022,,afdm,sample,0629-16,6.44,mg/L,FALSE,MM,MM,,,
1000,0630-16,7/15/2022,,tss,sample,0630-16,7.61,mg/L,FALSE,MM,MM,,,
1001,0630-16,7/15/2022,,afdm,sample,0630-16,4.06,mg/L,FALSE,MM,MM,,,
1002,0631-16,7/15/2022,,tss,sample,0631-16,8.04,mg/L,FALSE,MM,MM,,,
1003,0631-16,7/15/2022,,afdm,sample,0631-16,6.03,mg/L,FALSE,MM,MM,,,
1004,0632-16,7/15/2022,,tss,sample,0632-16,6.97,mg/L,FALSE,MM,MM,,,
1005,0632-16,7/15/2022,,afdm,sample,0632-16,8.46,mg/L,FALSE,MM,MM,,,
1006,0651-16,7/23/2022,,tss,sample,0651-16,21.3,mg/L,FALSE,MM,MM,,,
1007,0651-16,7/23/2022,,afdm,sample,0651-16,12.67,mg/L,FALSE,MM,MM,,,
1008,0585-16,7/23/2022,,tss,sample,0585-16,17.28,mg/L,FALSE,MM,MM,,,
1009,0585-16,7/23/2022,,afdm,sample,0585-16,11.96,mg/L,FALSE,MM,MM,,,
1010,0652-16,7/23/2022,,tss,sample,0652-16,17.3,mg/L,FALSE,MM,MM,,,
1011,0652-16,7/23/2022,,afdm,sample,0652-16,12.67,mg/L,FALSE,MM,MM,,,
1012,0582-16,7/23/2022,,tss,sample,0582-16,9.3,mg/L,FALSE,MM,MM,,,
1013,0582-16,7/23/2022,,afdm,sample,0582-16,12,mg/L,FALSE,MM,MM,,,
1014,0584-16,7/23/2022,,tss,sample,0584-16,8,mg/L,FALSE,MM,MM,,,
1015,0584-16,7/23/2022,,afdm,sample,0584-16,10.67,mg/L,FALSE,MM,MM,,,
1016,0583-16,7/23/2022,,tss,sample,0583-16,10.67,mg/L,FALSE,MM,MM,,,
1017,0583-16,7/23/2022,,afdm,sample,0583-16,10,mg/L,FALSE,MM,MM,,,
1018,1190-16,8/12/2022,,tss,sample,1190-16,15.5,mg/L,FALSE,MM,MM,,,
1019,1190-16,8/12/2022,,afdm,sample,1190-16,6.5,mg/L,FALSE,MM,MM,,,
1020,1191-16,8/12/2022,,tss,sample,1191-16,34.5,mg/L,FALSE,MM,MM,,,
1021,1191-16,8/12/2022,,afdm,sample,1191-16,8.5,mg/L,FALSE,MM,MM,,,
1022,1188-16,8/12/2022,,tss,sample,1188-16,9,mg/L,FALSE,MM,MM,,,
1023,1188-16,8/12/2022,,afdm,sample,1188-16,4,mg/L,FALSE,MM,MM,,,
1024,1194-16,8/12/2022,,tss,sample,1194-16,18.5,mg/L,FALSE,MM,MM,,,
1025,1194-16,8/12/2022,,afdm,sample,1194-16,3.5,mg/L,FALSE,MM,MM,,,
1026,1193-16,8/12/2022,,tss,sample,1193-16,25,mg/L,FALSE,MM,MM,,,
1027,1193-16,8/12/2022,,afdm,sample,1193-16,5.5,mg/L,FALSE,MM,MM,,,
1028,1197-16,8/6/2022,,tss,sample,1193-16,20.3,mg/L,FALSE,MM,MM,,,
1029,1197-16,8/6/2022,,afdm,sample,1197-16,6.3,mg/L,FALSE,MM,MM,,,
1030,1199-16,8/6/2022,,tss,sample,1199-16,-2.3,mg/L,FALSE,MM,MM,,,
1031,1199-16,8/6/2022,,afdm,sample,1199-16,6.3,mg/L,FALSE,MM,MM,,,
1032,1202-16,8/6/2022,,tss,sample,1202-16,1.3,mg/L,FALSE,MM,MM,,"originally enetered as 1188-16, which conflicts with an Arrowhead sample. SP noticed that measurements from sample 1202-16 from Brownwood had not been entered anywhere, so by process of elimination this measurement becomes 1202-16",
1033,1202-16,8/6/2022,,afdm,sample,1202-16,1.3,mg/L,FALSE,MM,MM,,"originally enetered as 1188-16, which conflicts with an Arrowhead sample. SP noticed that measurements from sample 1202-16 from Brownwood had not been entered anywhere, so by process of elimination this measurement becomes 1202-16",
1034,1183-16,8/6/2022,,tss,sample,1183-16,9.3,mg/L,FALSE,MM,MM,,,
1035,1183-16,8/6/2022,,afdm,sample,1183-16,3,mg/L,FALSE,MM,MM,,,
1036,1189-16,8/8/2022,,tss,sample,1189-16,13.5,mg/L,FALSE,MM,MM,,,
1037,1189-16,8/8/2022,,afdm,sample,1189-16,7.5,mg/L,FALSE,MM,MM,,,
1038,1186-16,8/8/2022,,tss,sample,1186-16,14.75,mg/L,FALSE,MM,MM,,,
1039,1186-16,8/8/2022,,afdm,sample,1186-16,8.75,mg/L,FALSE,MM,MM,,,
1040,1196-16,8/8/2022,,tss,sample,1196-16,21.25,mg/L,FALSE,MM,MM,,,
1041,1196-16,8/8/2022,,afdm,sample,1196-16,11.25,mg/L,FALSE,MM,MM,,,
1042,1187-16,8/8/2022,,tss,sample,1187-16,12.5,mg/L,FALSE,MM,MM,,,
1043,1187-16,8/8/2022,,afdm,sample,1187-16,7.25,mg/L,FALSE,MM,MM,,,
1044,1204-16,8/8/2022,,tss,sample,1204-16,5.25,mg/L,FALSE,MM,MM,,,
1045,1204-16,8/8/2022,,afdm,sample,1204-16,3.75,mg/L,FALSE,MM,MM,,,
1046,1182-16,8/8/2022,,tss,sample,1182-16,4.5,mg/L,FALSE,MM,MM,,,
1047,1182-16,8/8/2022,,afdm,sample,1182-16,5.5,mg/L,FALSE,MM,MM,,,
1048,1205-16,10/14/2022,,tss,sample,1205-16,20.68,mg/L,FALSE,MM,MM,,,
1049,1205-16,10/14/2022,,afdm,sample,1205-16,10.97,mg/L,FALSE,MM,MM,,,
1050,1209-16,10/14/2022,,tss,sample,1209-16,22.7,mg/L,FALSE,MM,MM,,,
1051,1209-16,10/14/2022,,afdm,sample,1209-16,13.5,mg/L,FALSE,MM,MM,,,
1052,1207-16,10/14/2022,,tss,sample,1207-16,9.22,mg/L,FALSE,MM,MM,,,
1053,1207-16,10/14/2022,,afdm,sample,1207-16,7.37,mg/L,FALSE,MM,MM,,,
1054,1210-16,10/14/2022,,tss,sample,1210-16,7.03,mg/L,FALSE,MM,MM,,,
1055,1210-16,10/14/2022,,afdm,sample,1210-16,7.57,mg/L,FALSE,MM,MM,,,
1056,0617-00,6/24/2022,ysi conductivity probe,conductivity,point,0617-00,143,uS,FALSE,MM,MM,,,
1057,0618-00,6/24/2022,ysi conductivity probe,conductivity,point,0618-00,308,uS,FALSE,MM,MM,,,
1058,0619-00,6/24/2022,ysi conductivity probe,conductivity,point,0619-00,143,uS,FALSE,MM,MM,,,
1059,0620-00,6/24/2022,ysi conductivity probe,conductivity,point,0620-00,171,uS,FALSE,MM,MM,,,
1060,0621-00,6/24/2022,ysi conductivity probe,conductivity,point,0621-00,138,uS,FALSE,MM,MM,,,
1061,0622-00,6/24/2022,ysi conductivity probe,conductivity,point,0622-00,229,uS,FALSE,MM,MM,,,
1062,0623-00,7/14/2022,ysi conductivity probe,conductivity,point,0623-00,164.8,uS,FALSE,MM,MM,,,
1063,0624-00,7/14/2022,ysi conductivity probe,conductivity,point,0624-00,156.5,uS,FALSE,MM,MM,,,
1064,0625-00,7/14/2022,ysi conductivity probe,conductivity,point,0625-00,159.1,uS,FALSE,MM,MM,,,
1065,0626-00,7/14/2022,ysi conductivity probe,conductivity,point,0626-00,157.8,uS,FALSE,MM,MM,,,
1066,0627-00,7/15/2022,ysi conductivity probe,conductivity,point,0627-00,164.4,uS,FALSE,MM,MM,,,
1067,0628-00,7/15/2022,ysi conductivity probe,conductivity,point,0628-00,148.8,uS,FALSE,MM,MM,,,
1068,0629-00,7/15/2022,ysi conductivity probe,conductivity,point,0629-00,159.5,uS,FALSE,MM,MM,,,
1069,0630-00,7/15/2022,ysi conductivity probe,conductivity,point,0630-00,161,uS,FALSE,MM,MM,,,
1070,0631-00,7/15/2022,ysi conductivity probe,conductivity,point,0631-00,162.5,uS,FALSE,MM,MM,,,
1071,0632-00,7/15/2022,ysi conductivity probe,conductivity,point,0632-00,160.5,uS,FALSE,MM,MM,,,
1072,1190-00,8/12/2022,ysi conductivity probe,conductivity,point,1190-00,672,uS,FALSE,MM,MM,,,
1073,1191-00,8/12/2022,ysi conductivity probe,conductivity,point,1191-00,697,uS,FALSE,MM,MM,,,
1074,1188-00,8/12/2022,ysi conductivity probe,conductivity,point,1188-00,677,uS,FALSE,MM,MM,,,
1075,1194-00,8/12/2022,ysi conductivity probe,conductivity,point,1194-00,614,uS,FALSE,MM,MM,,,
1076,1193-00,8/12/2022,ysi conductivity probe,conductivity,point,1193-00,698,uS,FALSE,MM,MM,,,
1077,1197-00,8/6/2022,ysi conductivity probe,conductivity,point,1197-00,468,uS,FALSE,MM,MM,,,
1078,1199-00,8/6/2022,ysi conductivity probe,conductivity,point,1199-00,463,uS,FALSE,MM,MM,,,
1079,1202-00,8/6/2022,ysi conductivity probe,conductivity,point,1202-00,455.5,uS,FALSE,MM,MM,,"originally enetered as 1188-00, which conflicts with an Arrowhead sample. SP noticed that measurements from sample 1202-16 from Brownwood had not been entered anywhere, so by process of elimination this measurement becomes 1202-00",
1080,1183-00,8/6/2022,ysi conductivity probe,conductivity,point,1183-00,455,uS,FALSE,MM,MM,,,
1081,1192-00,8/7/2022,ysi conductivity probe,conductivity,point,1192-00,1871,uS,FALSE,MM,MM,,,
1082,1184-00,8/7/2022,ysi conductivity probe,conductivity,point,1184-00,1777,uS,FALSE,MM,MM,,,
1083,1198-00,8/7/2022,ysi conductivity probe,conductivity,point,1198-00,1786,uS,FALSE,MM,MM,,,
1084,1185-00,8/7/2022,ysi conductivity probe,conductivity,point,1185-00,1955,uS,FALSE,MM,MM,,,
1085,1189-00,8/8/2022,ysi conductivity probe,conductivity,point,1189-00,8000,uS,FALSE,MM,MM,,,
1086,1186-00,8/8/2022,ysi conductivity probe,conductivity,point,1186-00,9900,uS,FALSE,MM,MM,,,
1087,1196-00,8/8/2022,ysi conductivity probe,conductivity,point,1196-00,10800,uS,FALSE,MM,MM,,,
1088,1187-00,8/8/2022,ysi conductivity probe,conductivity,point,1187-00,12010,uS,FALSE,MM,MM,,,
1089,1204-00,8/8/2022,ysi conductivity probe,conductivity,point,1204-00,11910,uS,FALSE,MM,MM,,,
1090,1182-00,8/8/2022,ysi conductivity probe,conductivity,point,1182-00,11780,uS,FALSE,MM,MM,,,
1091,1205-00,10/14/2022,ysi conductivity probe,conductivity,point,1205-00,271.8,uS,FALSE,MM,MM,,,
1092,1209-00,10/14/2022,ysi conductivity probe,conductivity,point,1209-00,277.5,uS,FALSE,MM,MM,,,
1093,1207-00,10/14/2022,ysi conductivity probe,conductivity,point,1207-00,285.4,uS,FALSE,MM,MM,,,
1094,1210-00,10/14/2022,ysi conductivity probe,conductivity,point,1210-00,286.4,uS,FALSE,MM,MM,,,
1095,0623-00,7/14/2022,pH probe,pH,point,0623-00,8.7,pH,FALSE,MM,MM,,,
1096,0624-00,7/14/2022,pH probe,pH,point,0624-00,8.8,pH,FALSE,MM,MM,,,
1097,0625-00,7/14/2022,pH probe,pH,point,0625-00,8.8,pH,FALSE,MM,MM,,,
1098,0626-00,7/14/2022,pH probe,pH,point,0626-00,8.7,pH,FALSE,MM,MM,,,
1099,0627-00,7/15/2022,pH probe,pH,point,0627-00,8.4,pH,FALSE,MM,MM,,,
1100,0628-00,7/15/2022,pH probe,pH,point,0628-00,8.8,pH,FALSE,MM,MM,,,
1101,0629-00,7/15/2022,pH probe,pH,point,0629-00,8.9,pH,FALSE,MM,MM,,,
1102,0630-00,7/15/2022,pH probe,pH,point,0630-00,8.7,pH,FALSE,MM,MM,,,
1103,0631-00,7/15/2022,pH probe,pH,point,0631-00,8.7,pH,FALSE,MM,MM,,,
1104,0632-00,7/15/2022,pH probe,pH,point,0632-00,8.8,pH,FALSE,MM,MM,,,
1105,1190-00,8/12/2022,pH probe,pH,point,1190-00,9,pH,FALSE,MM,MM,,,
1106,1191-00,8/12/2022,pH probe,pH,point,1191-00,8.7,pH,FALSE,MM,MM,,,
1107,1188-00,8/12/2022,pH probe,pH,point,1188-00,8.9,pH,FALSE,MM,MM,,,
1108,1194-00,8/12/2022,pH probe,pH,point,1194-00,8.8,pH,FALSE,MM,MM,,,
1109,1193-00,8/12/2022,pH probe,pH,point,1193-00,8.7,pH,FALSE,MM,MM,,,
1110,1197-00,8/6/2022,pH probe,pH,point,1197-00,8.5,pH,FALSE,MM,MM,,,
1111,1199-00,8/6/2022,pH probe,pH,point,1199-00,8.5,pH,FALSE,MM,MM,,,
1112,1202-00,8/6/2022,pH probe,pH,point,1202-00,8.3,pH,FALSE,MM,MM,,"originally enetered as 1188-00, which conflicts with an Arrowhead sample. SP noticed that measurements from sample 1202-16 from Brownwood had not been entered anywhere, so by process of elimination this measurement becomes 1202-00",
1113,1183-00,8/6/2022,pH probe,pH,point,1183-00,8.7,pH,FALSE,MM,MM,,,
1114,1192-00,8/7/2022,pH probe,pH,point,1192-00,8.3,pH,FALSE,MM,MM,,,
1115,1184-00,8/7/2022,pH probe,pH,point,1184-00,8.6,pH,FALSE,MM,MM,,,
1116,1198-00,8/7/2022,pH probe,pH,point,1198-00,8.6,pH,FALSE,MM,MM,,,
1117,1185-00,8/7/2022,pH probe,pH,point,1185-00,8.5,pH,FALSE,MM,MM,,,
1118,1189-00,8/8/2022,pH probe,pH,point,1189-00,8,pH,FALSE,MM,MM,,,
1119,1186-00,8/8/2022,pH probe,pH,point,1186-00,8.2,pH,FALSE,MM,MM,,,
1120,1196-00,8/8/2022,pH probe,pH,point,1196-00,8.3,pH,FALSE,MM,MM,,,
1121,1187-00,8/8/2022,pH probe,pH,point,1187-00,8.3,pH,FALSE,MM,MM,,,
1122,1204-00,8/8/2022,pH probe,pH,point,1204-00,8.2,pH,FALSE,MM,MM,,,
1123,1182-00,8/8/2022,pH probe,pH,point,1182-00,8.1,pH,FALSE,MM,MM,,,
1124,1205-00,10/14/2022,pH probe,pH,point,1205-00,8.6,pH,FALSE,MM,MM,,,
1125,1209-00,10/14/2022,pH probe,pH,point,1209-00,8.8,pH,FALSE,MM,MM,,,
1126,1207-00,10/14/2022,pH probe,pH,point,1207-00,8.7,pH,FALSE,MM,MM,,,
1127,1210-00,10/14/2022,pH probe,pH,point,1210-00,8.6,pH,FALSE,MM,MM,,,
1128,0623-00,7/14/2022,secchi disk,secchi,point,0623-00,0.7,m,FALSE,MM,MM,,,
1129,0624-00,7/14/2022,secchi disk,secchi,point,0624-00,1.1,m,FALSE,MM,MM,,,
1130,0625-00,7/14/2022,secchi disk,secchi,point,0625-00,1.3,m,FALSE,MM,MM,,,
1131,0626-00,7/14/2022,secchi disk,secchi,point,0626-00,1.2,m,FALSE,MM,MM,,,
1132,0627-00,7/15/2022,secchi disk,secchi,point,0627-00,0.6,m,FALSE,MM,MM,,,
1133,0628-00,7/15/2022,secchi disk,secchi,point,0628-00,1.4,m,FALSE,MM,MM,,,
1134,0629-00,7/15/2022,secchi disk,secchi,point,0629-00,1.2,m,FALSE,MM,MM,,,
1135,0630-00,7/15/2022,secchi disk,secchi,point,0630-00,1.25,m,FALSE,MM,MM,,,
1136,0631-00,7/15/2022,secchi disk,secchi,point,0631-00,1.2,m,FALSE,MM,MM,,,
1137,0632-00,7/15/2022,secchi disk,secchi,point,0632-00,1.1,m,FALSE,MM,MM,,,
1138,1190-00,8/12/2022,secchi disk,secchi,point,1190-00,0.47,m,FALSE,MM,MM,,,
1139,1191-00,8/12/2022,secchi disk,secchi,point,1191-00,0.135,m,FALSE,MM,MM,,,
1140,1188-00,8/12/2022,secchi disk,secchi,point,1188-00,0.65,m,FALSE,MM,MM,,,
1141,1194-00,8/12/2022,secchi disk,secchi,point,1194-00,0.3,m,FALSE,MM,MM,,,
1142,1193-00,8/12/2022,secchi disk,secchi,point,1193-00,0.235,m,FALSE,MM,MM,,,
1143,1197-00,8/6/2022,secchi disk,secchi,point,1197-00,1.1315,m,FALSE,MM,MM,,,
1144,1199-00,8/6/2022,secchi disk,secchi,point,1199-00,1.065,m,FALSE,MM,MM,,,
1145,1202-00,8/6/2022,secchi disk,secchi,point,1202-00,1.575,m,FALSE,MM,MM,,"originally enetered as 1188-00, which conflicts with an Arrowhead sample. SP noticed that measurements from sample 1202-16 from Brownwood had not been entered anywhere, so by process of elimination this measurement becomes 1202-00",
1146,1183-00,8/6/2022,secchi disk,secchi,point,1183-00,1.49,m,FALSE,MM,MM,,,
1147,1192-00,8/7/2022,secchi disk,secchi,point,1192-00,0.95,m,FALSE,MM,MM,,,
1148,1184-00,8/7/2022,secchi disk,secchi,point,1184-00,1.15,m,FALSE,MM,MM,,,
1149,1198-00,8/7/2022,secchi disk,secchi,point,1198-00,1.5,m,FALSE,MM,MM,,,
1150,1185-00,8/7/2022,secchi disk,secchi,point,1185-00,1.18,m,FALSE,MM,MM,,,
1151,1189-00,8/8/2022,secchi disk,secchi,point,1189-00,1,m,FALSE,MM,MM,,,
1152,1186-00,8/8/2022,secchi disk,secchi,point,1186-00,0.375,m,FALSE,MM,MM,,,
1153,1196-00,8/8/2022,secchi disk,secchi,point,1196-00,0.4,m,FALSE,MM,MM,,,
1154,1187-00,8/8/2022,secchi disk,secchi,point,1187-00,0.88,m,FALSE,MM,MM,,,
1155,1204-00,8/8/2022,secchi disk,secchi,point,1204-00,0.93,m,FALSE,MM,MM,,,
1156,1182-00,8/8/2022,secchi disk,secchi,point,1182-00,1.13,m,FALSE,MM,MM,,,
1157,1205-00,10/14/2022,secchi disk,secchi,point,1205-00,0.375,m,FALSE,MM,MM,,,
1158,1209-00,10/14/2022,secchi disk,secchi,point,1209-00,0.24,m,FALSE,MM,MM,,,
1159,1207-00,10/14/2022,secchi disk,secchi,point,1207-00,0.575,m,FALSE,MM,MM,,,
1160,1210-00,10/14/2022,secchi disk,secchi,point,1210-00,0.575,m,FALSE,MM,MM,,,
1161,0228-13,12/2/2021,lachat,tn,sample,20210804_POW_TN_0228-13,0.998,mgL-1,FALSE,JB,LM,,,
1162,0227-13,12/2/2021,lachat,tn,sample,0227-13,0.902,mgL-1,FALSE,JB,LM,,,
1163,0232-13,12/2/2021,lachat,tn,sample,0232-13,0.982,mgL-1,FALSE,JB,LM,,,
1164,0232-13,12/2/2021,lachat,tn,sample,0232-13,0.983,mgL-1,TRUE,JB,LM,,,
1165,0224-13,12/2/2021,lachat,tn,sample,0224-13,0.516,mgL-1,FALSE,JB,LM,,,
1166,0225-13,12/2/2021,lachat,tn,sample,0225-13,0.743,mgL-1,FALSE,JB,LM,,,
1167,0226-13,12/2/2021,lachat,tn,sample,0226-13,0.855,mgL-1,FALSE,JB,LM,,,
1168,0230-13,12/2/2021,lachat,tn,sample,20210812_0230-13,1.06,mgL-1,FALSE,JB,LM,,,
1169,0231-13,12/2/2021,lachat,tn,sample,0231-13,0.875,mgL-1,FALSE,JB,LM,,,
1170,0231-13,12/2/2021,lachat,tn,sample,0231-13,0.873,mgL-1,TRUE,JB,LM,,,
1171,0229-13,12/2/2021,lachat,tn,sample,0229-13,0.9,mgL-1,FALSE,JB,LM,,,
1172,0236-13,12/2/2021,lachat,tn,sample,0236-13,0.973,mgL-1,FALSE,JB,LM,,,
1173,0238-13,12/2/2021,lachat,tn,sample,0238-13,0.828,mgL-1,FALSE,JB,LM,,,
1174,0237-13,12/2/2021,lachat,tn,sample,0237-13,0.918,mgL-1,FALSE,JB,LM,,,
1175,0479-01,12/2/2021,lachat,tn,sample,20210820_0479-01,4,mgL-1,FALSE,JB,LM,,,
1176,0195-12,12/2/2021,lachat,tdn,sample,20210804_POW_TDN_0195-12,0.533,mgL-1,FALSE,JB,LM,,,
1177,0196-12,12/2/2021,lachat,tdn,sample,0196-12,0.479,mgL-1,FALSE,JB,LM,,,
1178,0196-12,12/2/2021,lachat,tdn,sample,0196-12,0.477,mgL-1,TRUE,JB,LM,,,
1179,0192-12,12/2/2021,lachat,tdn,sample,0192-12,0.569,mgL-1,FALSE,JB,LM,,,
1180,0193-12,12/2/2021,lachat,tdn,sample,0193-12,0.658,mgL-1,FALSE,JB,LM,,,
1181,0194-12,12/2/2021,lachat,tdn,sample,0194-12,0.72,mgL-1,FALSE,JB,LM,,,
1182,0198-12,12/2/2021,lachat,tdn,sample,20210812_0198-12,0.48,mgL-1,FALSE,JB,LM,,,
1183,0197-152,12/2/2021,lachat,tdn,sample,0197-152,0.537,mgL-1,FALSE,JB,LM,,,
1184,0199-12,12/2/2021,lachat,tdn,sample,0199-12,0.505,mgL-1,FALSE,JB,LM,,,
1185,0199-12,12/2/2021,lachat,tdn,sample,0199-12,0.506,mgL-1,TRUE,JB,LM,,,
1186,0204-12,12/2/2021,lachat,tdn,sample,0204-12,0.725,mgL-1,FALSE,JB,LM,,,
1187,0203-12,12/2/2021,lachat,tdn,sample,0203-12,0.679,mgL-1,FALSE,JB,LM,,,
1188,0205-12,12/2/2021,lachat,tdn,sample,0205-12,0.68,mgL-1,FALSE,JB,LM,,,
1189,0447-01,12/2/2021,lachat,tdn,sample,20210820_0447-01,1.94,mgL-1,FALSE,JB,LM,,,
1190,0479-01,12/2/2021,lachat,tdn,sample,0479-01 2X,2.2,mgL-1,FALSE,JB,LM,,,
1191,0247-13,7/4/2022,lachat,tn,sample,20220623_LWF_024713,1.12,mgL-1,FALSE,JB,LM,,,
1192,0249-13,7/4/2022,lachat,tn,sample,24913,1.1,mgL-1,FALSE,JB,LM,,,
1193,0246-13,7/4/2022,lachat,tn,sample,24613,0.698,mgL-1,FALSE,JB,LM,,,
1194,0250-13,7/4/2022,lachat,tn,sample,25013,0.897,mgL-1,FALSE,JB,LM,,,
1195,0250-13,7/4/2022,lachat,tn,sample,25013,0.899,mgL-1,TRUE,JB,LM,,,
1196,0245-13,7/4/2022,lachat,tn,sample,24513,0.56,mgL-1,FALSE,JB,LM,,,
1197,0253-13,7/4/2022,lachat,tn,sample,25313,0.764,mgL-1,FALSE,JB,LM,,,
1198,0244-13,7/4/2022,lachat,tn,sample,24413,0.686,mgL-1,FALSE,JB,LM,,,
1199,0252-13,7/4/2022,lachat,tn,sample,25213,0.709,mgL-1,FALSE,JB,LM,,,
1200,0243-13,7/4/2022,lachat,tn,sample,24313,0.662,mgL-1,FALSE,JB,LM,,,
1201,048102 (COC 048113),7/4/2022,lachat,tn,sample,048102 (COC 048113),0.649,mgL-1,FALSE,JB,LM,,,
1202,0242-13,7/4/2022,lachat,tn,sample,24213,0.834,mgL-1,FALSE,JB,LM,,,
1203,0248-13,7/4/2022,lachat,tn,sample,24813,0.86,mgL-1,FALSE,JB,LM,,,
1204,0484-02,7/4/2022,lachat,tn,sample,20220615_LWF_048402,0.704,mgL-1,FALSE,JB,LM,,,
1205,0487-02,7/4/2022,lachat,tn,sample,48702,0.724,mgL-1,FALSE,JB,LM,,,
1206,0485-02,7/4/2022,lachat,tn,sample,48502,0.732,mgL-1,FALSE,JB,LM,,,
1207,0482-02,7/4/2022,lachat,tn,sample,48202,0.612,mgL-1,FALSE,JB,LM,,,
1208,0482-02,7/4/2022,lachat,tn,sample,48202,0.614,mgL-1,TRUE,JB,LM,,,
1209,0483-02,7/4/2022,lachat,tn,sample,48302,0.691,mgL-1,FALSE,JB,LM,,,
1210,0486-02,7/4/2022,lachat,tn,sample,48602,0.67,mgL-1,FALSE,JB,LM,,,
1211,0453-01,7/4/2022,lachat,tdn,sample,20220615_TDN_045301,0.46,mgL-1,FALSE,JB,LM,,,
1212,0450-01,7/4/2022,lachat,tdn,sample,45001,0.438,mgL-1,FALSE,JB,LM,,,
1213,0452-01,7/4/2022,lachat,tdn,sample,45201,0.434,mgL-1,FALSE,JB,LM,,,
1214,0455-01,7/4/2022,lachat,tdn,sample,45501,0.5,mgL-1,FALSE,JB,LM,,,
1215,0454-01,7/4/2022,lachat,tdn,sample,45401,0.423,mgL-1,FALSE,JB,LM,,,
1216,0451-01,7/4/2022,lachat,tdn,sample,45101,0.444,mgL-1,FALSE,JB,LM,,,
1217,1246-97,7/26/2022,Beckman,pp,sample,1-Jan,0.037912793,mgL-1,FALSE,MB,MB,,,4/10/2023
1218,1247-97,7/26/2022,Beckman,pp,sample,2-Jan,0.05013579,mgL-1,FALSE,MB,MB,,,4/10/2023
1219,1248-97,7/26/2022,Beckman,pp,sample,3-Jan,0.052495785,mgL-1,FALSE,MB,MB,,,4/10/2023
1220,1249-97,7/26/2022,Beckman,pp,sample,1-Feb,0.048844471,mgL-1,FALSE,MB,MB,,,4/10/2023
1221,1250-97,7/26/2022,Beckman,pp,sample,2-Feb,0.04098524,mgL-1,FALSE,MB,MB,,,4/10/2023
1222,1251-97,7/26/2022,Beckman,pp,sample,3-Feb,0.054699932,mgL-1,FALSE,MB,MB,,,4/10/2023
1223,1252-97,7/26/2022,Beckman,pp,sample,1-Mar,0.021860369,mgL-1,FALSE,MB,MB,,,4/10/2023
1224,1253-97,7/26/2022,Beckman,pp,sample,2-Mar,0.023819611,mgL-1,FALSE,MB,MB,,,4/10/2023
1225,1254-97,7/26/2022,Beckman,pp,sample,3-Mar,0.023930931,mgL-1,FALSE,MB,MB,,,4/10/2023
1226,1255-97,7/26/2022,Beckman,pp,sample,1-Apr,0.025289042,mgL-1,FALSE,MB,MB,,,4/10/2023
1227,1256-97,7/26/2022,Beckman,pp,sample,2-Apr,0.021659992,mgL-1,FALSE,MB,MB,,,4/10/2023
1228,1257-97,7/26/2022,Beckman,pp,sample,3-Apr,0.025199986,mgL-1,FALSE,MB,MB,,,4/10/2023
1229,1258-97,7/26/2022,Beckman,pp,sample,1-May,0.019255468,mgL-1,FALSE,MB,MB,,,4/10/2023
1230,1259-97,7/26/2022,Beckman,pp,sample,2-May,0.01958943,mgL-1,FALSE,MB,MB,,,4/10/2023
1231,1260-97,7/26/2022,Beckman,pp,sample,3-May,0.021793577,mgL-1,FALSE,MB,MB,,,4/10/2023
1232,1261-97,7/26/2022,Beckman,pp,sample,1-Jun,0.033459971,mgL-1,FALSE,MB,MB,,,4/10/2023
1233,1262-97,7/26/2022,Beckman,pp,sample,2-Jun,0.038313547,mgL-1,FALSE,MB,MB,,,4/10/2023
1234,1263-97,7/26/2022,Beckman,pp,sample,3-Jun,0.035552797,mgL-1,FALSE,MB,MB,,,4/10/2023
1235,0685-13,8/12/2022,lachat,tp,sample,20220714_FLAME_TP_0685-13,0.0654,mgL-1,FALSE,JB,LM,,,4/10/2023
1236,0683-13,8/12/2022,lachat,tp,sample,0683-13,0.0699,mgL-1,FALSE,JB,LM,,,4/10/2023
1237,0687-13,8/12/2022,lachat,tp,sample,0687-13,0.054,mgL-1,FALSE,JB,LM,,,4/10/2023
1238,0688-13,8/12/2022,lachat,tp,sample,0688-13,0.0555,mgL-1,FALSE,JB,LM,,,4/10/2023
1239,0689-13,8/12/2022,lachat,tp,sample,0689-13,0.0544,mgL-1,FALSE,JB,LM,,,4/10/2023
1240,0690-13,8/12/2022,lachat,tp,sample,0690-13,0.0484,mgL-1,FALSE,JB,LM,,,4/10/2023
1241,0693-13,8/12/2022,lachat,tp,sample,0693-13,0.0558,mgL-1,FALSE,JB,LM,,,4/10/2023
1242,0694-13,8/12/2022,lachat,tp,sample,0694-13,0.0519,mgL-1,FALSE,JB,LM,,,4/10/2023
1243,0665-13,8/12/2022,lachat,tp,sample,20220715_0665-13,0.0743,mgL-1,FALSE,JB,LM,,,4/10/2023
1244,0665-13,8/12/2022,lachat,tp,sample,20220715_0665-13,0.0741,mgL-1,TRUE,JB,LM,,,4/10/2023
